Ім'я Фамілія 1,Ім'я Фамілія 2,Результат 1,Результат 2,Турнір,Дата,Стадія,Дисципліна
Олександр Лизанець,Остап Тесленко,4,2,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Юрій Німець,Володимир Коротя,1,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Михайло Сличко,Андрій Новицький,4,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Олександр Кулик,Стефанія Церковник,4,2,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Олександр Рогович,Андрій Банк,4,1,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Мартін Довганич,Євген Драгула,0,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Василь Єгоров,Євген Довганич,4,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Володимир Шикітка,Роман Чийпеш,4,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Микола Леміш,Сергій Григорюк,4,1,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Дмитро Тесленко,Максим Король,0,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Руслан Шмигановський,Тарас Потапчук,4,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Юлій Гараксим,Валентин Свалявчик,4,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Марія Левківська,Микола Шикітка,0,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Олександр Лизанець,Володимир Коротя,3,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Михайло Сличко,Олександр Кулик,4,1,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Олександр Рогович,Євген Драгула,0,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Василь Єгоров,Володимир Шикітка,4,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Микола Леміш,Максим Король,3,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Руслан Шмигановський,Юлій Гараксим,4,1,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Микола Шикітка,Володимир Коротя,4,2,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Михайло Сличко,Євген Драгула,2,4,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Василь Єгоров,Максим Король,4,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Артур Зелінко,Юрій Леміш,3,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Володимир Комарницький,Олександр Грін,3,2,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Віктор Загуменний,Михаил Пономаренко,0,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Остап Тесленко,Юрій Німець,3,2,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Андрій Новицький,Стефанія Церковник,0,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Андрій Банк,Мартін Довганич,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Євген Довганич,Роман Чийпеш,3,1,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Сергій Григорюк,Дмитро Тесленко,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Артур Зелінко,Микола Леміш,3,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Володимир Комарницький,Володимир Шикітка,0,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Михаил Пономаренко,Олександр Рогович,3,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Остап Тесленко,Олександр Кулик,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Стефанія Церковник,Олександр Лизанець,2,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Мартін Довганич,Марія Левківська,0,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Євген Довганич,Валентин Свалявчик,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Дмитро Тесленко,Тарас Потапчук,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Артур Зелінко,Володимир Шикітка,3,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Михаил Пономаренко,Олександр Кулик,2,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Олександр Лизанець,Марія Левківська,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Валентин Свалявчик,Тарас Потапчук,3,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Артур Зелінко,Володимир Коротя,3,0,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Олександр Кулик,Юлій Гараксим,0,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Марія Левківська,Максим Король,1,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Валентин Свалявчик,Михайло Сличко,0,3,"Чемпіонат Закарпатської області 2023 комбінована піраміда зі змінами
YOUTUBE канал Більярд Закарпаття",2023-12-02,group,COMBINED_PYRAMID_CHANGES
Василь Єгоров,Олександр Мимренко,5,0,Кубок Maximus 2023,2023-03-11,final,
Олександр Сайков,Василь Єгоров,3,4,Кубок Maximus 2023,2023-03-11,semifinal,
Олександр Мимренко,Микола Качур,4,1,Кубок Maximus 2023,2023-03-11,semifinal,
Олександр Сайков,Станислав Малиновский,3,0,Кубок Maximus 2023,2023-03-11,quarterfinal,
Даніель Шеремета,Василь Єгоров,2,3,Кубок Maximus 2023,2023-03-11,quarterfinal,
Виталий Ньорба,Олександр Мимренко,1,3,Кубок Maximus 2023,2023-03-11,quarterfinal,
Амадий Качибая,Микола Качур,0,3,Кубок Maximus 2023,2023-03-11,quarterfinal,
Володимир Коротя,Юлій Гараксим,5,2,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,final,COMBINED_PYRAMID
Руслан Шмигановський,Володимир Коротя,0,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,semifinal,COMBINED_PYRAMID
Михайло Сличко,Юлій Гараксим,3,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,semifinal,COMBINED_PYRAMID
Руслан Шмигановський,Євген Драгула,4,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,quarterfinal,COMBINED_PYRAMID
Володимир Коротя,Іван Гурський,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,quarterfinal,COMBINED_PYRAMID
Михайло Сличко,Артур Зелінко,4,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,quarterfinal,COMBINED_PYRAMID
Юлій Гараксим,Володимир Шикітка,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,quarterfinal,COMBINED_PYRAMID
Руслан Шмигановський,Мартін Довганич,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Валентин Свалявчик,Євген Драгула,0,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Володимир Коротя,Микола Шикітка,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Іван Гурський,Олександр Грін,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Михайло Сличко,Роман Чийпеш,4,2,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Артур Зелінко,Марія Левківська,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Юлій Гараксим,Олександр Федів,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Володимир Шикітка,Стефанія Церковник,4,2,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,round16,COMBINED_PYRAMID
Руслан Шмигановський,Олександр Грін,4,2,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Євген Довганич,Олександр Федів,1,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Максим Король,Іван Гурський,3,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Михайло Сличко,Стефанія Церковник,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Артур Зелінко,Микола Стегней,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Марія Левківська,Микола Шикітка,1,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Володимир Шикітка,Олександр Мимренко,4,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Роман Чийпеш,Руслан Шмигановський,1,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Валентин Свалявчик,Роман Церковник,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Володимир Коротя,Олександр Федів,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Іван Гурський,Золтан Горос,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Мартін Довганич,Михайло Сличко,2,4,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Артур Зелінко,Євген Драгула,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Юлій Гараксим,Микола Шикітка,4,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Володимир Шикітка,Олександр Лизанець,4,0,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Олександр Грін,Олександр Лизанець,3,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Євген Довганич,Євген Драгула,1,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Максим Король,Мартін Довганич,2,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Стефанія Церковник,Золтан Горос,3,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Микола Стегней,Олександр Федів,0,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Марія Левківська,Роман Церковник,3,1,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Олександр Мимренко,Роман Чийпеш,1,3,Чемпіонат Закарпатської області 2024 комбінована піраміда на підтримку ЗСУ,2024-01-27,group,COMBINED_PYRAMID
Володимир Коротя,Микола Шикітка,1,4,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,final,COMBINED_PYRAMID_CHANGES
Андрій Синичка,Володимир Коротя,1,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,semifinal,COMBINED_PYRAMID_CHANGES
Володимир Шикітка,Микола Шикітка,2,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,semifinal,COMBINED_PYRAMID_CHANGES
Євген Кравчак,Андрій Синичка,1,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,quarterfinal,COMBINED_PYRAMID_CHANGES
Даніель Шеремета,Володимир Коротя,2,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,quarterfinal,COMBINED_PYRAMID_CHANGES
Володимир Шикітка,Олександр Кулик,3,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,quarterfinal,COMBINED_PYRAMID_CHANGES
Микола Шикітка,"Мар""ян Матіїшин",3,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,quarterfinal,COMBINED_PYRAMID_CHANGES
Роман Церковник,Євген Кравчак,1,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Володимир Коротя,Олександр Кулик,2,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
"Мар""ян Матіїшин",Артур Попфалуші,3,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Олексій Проскурін,Даніель Шеремета,0,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Андрій Синичка,Андрій Сергєєв,3,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Володимир Шикітка,Іван Смочков,3,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Олексій Бамбушкар,Валентин Лендєл,2,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Микола Шикітка,Василь Тотін,3,1,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Євген Кравчак,Олександр Кулик,3,1,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
"Мар""ян Матіїшин",Даніель Шеремета,0,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Андрій Синичка,Володимир Шикітка,1,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Валентин Лендєл,Микола Шикітка,1,3,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Роман Церковник,Володимир Коротя,1,2,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Артур Попфалуші,Олексій Проскурін,0,2,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Андрій Сергєєв,Іван Смочков,2,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Олексій Бамбушкар,Василь Тотін,0,2,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Володимир Коротя,Валентин Лендєл,2,0,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Олексій Проскурін,Андрій Синичка,0,2,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Андрій Сергєєв,"Мар""ян Матіїшин",0,2,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Василь Тотін,Олександр Кулик,0,2,Кубок Максимуса 2024 комбінована піраміда зі змінами,2024-11-23,group,COMBINED_PYRAMID_CHANGES
Олександр Сайков,Юлій Гараксим,7,6,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,final,FREE_PYRAMID
Артур Зелінко,Олександр Сайков,2,6,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,semifinal,FREE_PYRAMID
Сергій Шерегій,Юлій Гараксим,1,6,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,semifinal,FREE_PYRAMID
Артур Зелінко,Вадим Трутнев,5,3,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,quarterfinal,FREE_PYRAMID
Євген Драгула,Олександр Сайков,0,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,quarterfinal,FREE_PYRAMID
Сергій Король,Сергій Шерегій,4,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,quarterfinal,FREE_PYRAMID
Юлій Гараксим,Сергей Куранов,5,2,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,quarterfinal,FREE_PYRAMID
Золтан Горос,Сергей Куранов,4,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Сайков,Василь Федина,4,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Шахівський,Сергей Куранов,1,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Артур Зелінко,Павло Бідзіля,5,1,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Иван Смердул,Євген Драгула,4,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Владислав Пильник,Даніель Шеремета,1,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Володимир Коротя,Валентин Свалявчик,5,3,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Лизанець,Сергій Король,3,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Сергій Шерегій,Юлій Гараксим,0,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Василь Федина,Вадим Трутнев,4,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Сергей Куранов,Артур Зелінко,4,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Євген Драгула,Даніель Шеремета,5,0,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Володимир Коротя,Сергій Король,2,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Юлій Гараксим,Вадим Трутнев,5,3,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Золтан Горос,Василь Федина,1,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Сайков,Олександр Шахівський,5,3,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Василь Федина,Сергій Шерегій,2,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Лизанець,Валентин Свалявчик,5,3,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Владислав Пильник,Иван Смердул,5,1,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Павло Бідзіля,Олександр Сайков,3,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Сергій Шерегій,Даніель Шеремета,5,4,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Лизанець,Сергей Куранов,2,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Владислав Пильник,Вадим Трутнев,3,5,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Олександр Сайков,Володимир Коротя,5,4,Чемпіонат Закарпатської області з вільної піраміди 2021,2021-09-25,group,FREE_PYRAMID
Роман Чийпеш,Олександр Рогович,1,3,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Роман Качур,Олександр Лизанець,3,1,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Роман Чийпеш,Олександр Лизанець,3,0,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Олександр Рогович,Роман Качур,3,0,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Роман Чийпеш,Роман Качур,3,2,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Олександр Лизанець,Олександр Рогович,3,1,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Ігор Бєлоєнко,Валентин Свалявчик,1,3,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Максим Король,Тетяна Ганич,3,0,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Ігор Бєлоєнко,Тетяна Ганич,3,1,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Валентин Свалявчик,Максим Король,0,3,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Ігор Бєлоєнко,Максим Король,3,0,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Тетяна Ганич,Валентин Свалявчик,2,3,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,group,
Роман Чийпеш,Максим Король,4,5,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,final,
Ігор Бєлоєнко,Роман Чийпеш,1,4,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,semifinal,
Максим Король,Олександр Рогович,4,1,Чемпіонат м. Ужгород. 1-ша ліга,2021-09-19,semifinal,
Євген Драгула,Олександр Сайков,0,5,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,final,COMBINED_PYRAMID_CHANGES
Євген Драгула,Володимир Коротя,4,1,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,semifinal,COMBINED_PYRAMID_CHANGES
Василий Богаш,Олександр Сайков,1,4,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,semifinal,COMBINED_PYRAMID_CHANGES
Михайло Сличко,Євген Драгула,1,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,quarterfinal,COMBINED_PYRAMID_CHANGES
Сергій Шерегій,Володимир Коротя,1,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,quarterfinal,COMBINED_PYRAMID_CHANGES
Аттила Иван,Василий Богаш,0,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,quarterfinal,COMBINED_PYRAMID_CHANGES
Артур Зелінко,Олександр Сайков,1,3,"Чемпіонат Закарпатської області з комбінованої піраміди з змінами, плей оф",2021-09-05,quarterfinal,COMBINED_PYRAMID_CHANGES
